Informe;Codigo de Producto;Lote;Fecha Informe;Fecha Recibido;Usuario;Cant Bultos;Cantidad Recibida;IDOrden
inf135746;.;;11/10/2022;11/10/2022;rmoreno;0;10;129187_6
inf135778;.;;11/10/2022;11/10/2022;rmoreno;0;15;129190_1
inf135779;.;;11/10/2022;11/10/2022;rmoreno;0;40;129190_2
inf135780;.;;11/10/2022;11/10/2022;rmoreno;0;13;129190_4
inf135781;.;;11/10/2022;11/10/2022;rmoreno;0;16;129190_6
inf135783;.;;11/10/2022;11/10/2022;rmoreno;0;10;129190_7
inf135784;.;;11/10/2022;11/10/2022;rmoreno;0;3;129190_9
inf135785;.;;11/10/2022;11/10/2022;rmoreno;0;23;129190_10
inf135787;.;;11/10/2022;11/10/2022;rmoreno;0;40;129191_1
inf135788;.;;11/10/2022;11/10/2022;rmoreno;0;67;129191_2
inf135791;.;;11/10/2022;11/10/2022;rmoreno;0;4;129191_3
inf135793;.;;11/10/2022;11/10/2022;rmoreno;0;3;129191_4
inf135795;.;;11/10/2022;11/10/2022;rmoreno;0;40;129191_5
inf135796;.;;11/10/2022;11/10/2022;rmoreno;0;8;129191_6
inf135797;.;;11/10/2022;11/10/2022;rmoreno;0;2;129191_7
inf135798;.;;11/10/2022;11/10/2022;rmoreno;0;2;129191_8
inf135799;.;;11/10/2022;11/10/2022;rmoreno;0;1;129191_10
inf135800;.;;11/10/2022;11/10/2022;rmoreno;0;3;129191_12
inf135801;.;;11/10/2022;11/10/2022;rmoreno;0;1;129191_15
inf135802;.;;11/10/2022;11/10/2022;rmoreno;0;1;129191_18
inf135803;.;;11/10/2022;11/10/2022;rmoreno;0;3;129191_19
inf135805;.;;11/10/2022;11/10/2022;rmoreno;0;32;129398_3
inf137263;.;;21/10/2022;21/10/2022;fball;0;1;128499_1
inf137264;.;;21/10/2022;21/10/2022;fball;0;1;129191_17
inf137265;.;;21/10/2022;21/10/2022;fball;0;6;129497_1
inf137266;.;;21/10/2022;21/10/2022;fball;0;4;129497_2
inf137267;.;;21/10/2022;21/10/2022;fball;0;1;129497_3
inf137268;.;;21/10/2022;21/10/2022;fball;0;2;129497_5
inf137269;.;;21/10/2022;21/10/2022;fball;0;10;129497_7
inf137270;.;;21/10/2022;21/10/2022;fball;0;5;129187_2
inf137271;.;;21/10/2022;21/10/2022;fball;0;1;129112_2
inf137272;.;;21/10/2022;21/10/2022;fball;0;2;126467_1
inf137273;.;;21/10/2022;21/10/2022;fball;0;1;129112_1
inf137274;.;;21/10/2022;21/10/2022;fball;0;2;129112_3
inf137275;.;;21/10/2022;21/10/2022;fball;0;2;128403_1
inf137276;.;;21/10/2022;21/10/2022;fball;0;3;129498_1
inf137277;.;;21/10/2022;21/10/2022;fball;0;5;129498_2
inf137278;.;;21/10/2022;21/10/2022;fball;0;3;129498_3
inf137279;.;;21/10/2022;21/10/2022;fball;0;3;129498_4
inf137280;.;;21/10/2022;21/10/2022;fball;0;2;129498_5
inf137282;.;;21/10/2022;21/10/2022;fball;0;3;129498_7
inf137283;.;;21/10/2022;21/10/2022;fball;0;10;129498_8
inf138182;.;;27/10/2022;27/10/2022;fball;0;1;129793_1
inf143498;.;;05/12/2022;02/12/2022;cioma;0;1;129498_7
inf143439;.;;05/12/2022;02/12/2022;rmoreno;0;2;129191_9
inf142742;.;;29/11/2022;28/11/2022;rmoreno;0;5;130059_10
inf143433;.;;05/12/2022;02/12/2022;rmoreno;0;1;129838_2
inf142740;.;;29/11/2022;28/11/2022;rmoreno;0;10;130059_9
inf143438;.;;05/12/2022;02/12/2022;rmoreno;0;8;129191_7
inf142739;.;;29/11/2022;28/11/2022;rmoreno;0;10;130059_8
inf143435;.;;05/12/2022;02/12/2022;rmoreno;0;13;130060_4
inf142771;.;;29/11/2022;28/11/2022;rmoreno;0;1;127330_29
inf143436;.;;05/12/2022;02/12/2022;rmoreno;0;1;129497_5
inf142772;.;;29/11/2022;28/11/2022;rmoreno;0;1;127330_33
inf143437;.;;05/12/2022;02/12/2022;rmoreno;0;2;129134_1
inf142738;.;;29/11/2022;28/11/2022;rmoreno;0;3;130059_6
inf143434;.;;05/12/2022;02/12/2022;rmoreno;0;1;129397_1
inf142769;.;;29/11/2022;28/11/2022;rmoreno;0;1;127330_28
inf143450;.;;05/12/2022;02/12/2022;rmoreno;0;1;129230_8
inf142756;.;;29/11/2022;28/11/2022;rmoreno;0;2;128897_9
inf143449;.;;05/12/2022;02/12/2022;rmoreno;0;1;129230_5
inf142757;.;;29/11/2022;28/11/2022;rmoreno;0;10;128897_11
inf142764;.;;29/11/2022;28/11/2022;rmoreno;0;1;127330_18
inf142737;.;;29/11/2022;28/11/2022;rmoreno;0;10;130059_5
inf142755;.;;29/11/2022;28/11/2022;rmoreno;0;3;128897_7
inf142779;.;;29/11/2022;28/11/2022;rmoreno;0;1;129228_1
inf142781;.;;29/11/2022;28/11/2022;rmoreno;0;10;129228_2
inf142736;.;;29/11/2022;28/11/2022;rmoreno;0;3;130059_4
inf142754;.;;29/11/2022;28/11/2022;rmoreno;0;1;128897_6
inf142743;.;;29/11/2022;28/11/2022;rmoreno;0;5;130059_11
inf142735;.;;29/11/2022;28/11/2022;rmoreno;0;12;130059_3
inf142765;.;;29/11/2022;28/11/2022;rmoreno;0;1;127330_22
inf142783;.;;29/11/2022;28/11/2022;rmoreno;0;15;129228_3
inf142763;.;;29/11/2022;28/11/2022;rmoreno;0;1;127330_16
inf142767;.;;29/11/2022;28/11/2022;rmoreno;0;1;127330_27
inf142762;.;;29/11/2022;28/11/2022;rmoreno;0;1;127330_12
inf142761;.;;29/11/2022;28/11/2022;rmoreno;0;1;127330_10
inf142785;.;;29/11/2022;28/11/2022;rmoreno;0;15;129228_4
inf142745;.;;29/11/2022;28/11/2022;rmoreno;0;3;130059_12
inf142786;.;;29/11/2022;28/11/2022;rmoreno;0;5;129228_5
inf142734;.;;29/11/2022;28/11/2022;rmoreno;0;12;130059_2
inf142789;.;;29/11/2022;28/11/2022;rmoreno;0;10;129228_6
inf142790;.;;29/11/2022;28/11/2022;rmoreno;0;5;129192_1
inf142791;.;;29/11/2022;28/11/2022;rmoreno;0;2;129192_2
inf142792;.;;29/11/2022;28/11/2022;rmoreno;0;3;129192_3
inf142793;.;;29/11/2022;28/11/2022;rmoreno;0;12;129192_4
inf142794;.;;29/11/2022;28/11/2022;rmoreno;0;25;129192_5
inf143448;.;;05/12/2022;02/12/2022;rmoreno;0;5;129230_4
inf142795;.;;29/11/2022;28/11/2022;rmoreno;0;4;129192_7
inf143453;.;;05/12/2022;02/12/2022;rmoreno;0;2;129399_4
inf142796;.;;29/11/2022;28/11/2022;rmoreno;0;1;129192_8
inf143447;.;;05/12/2022;02/12/2022;rmoreno;0;1;129230_3
inf142797;.;;29/11/2022;28/11/2022;rmoreno;0;4;129192_9
inf143432;.;;05/12/2022;02/12/2022;rmoreno;0;16;129192_6
inf142800;.;;29/11/2022;28/11/2022;rmoreno;0;1;129498_5
inf143443;.;;05/12/2022;02/12/2022;rmoreno;0;2;129190_9
inf142732;.;;29/11/2022;28/11/2022;rmoreno;0;12;130059_1
inf143442;.;;05/12/2022;02/12/2022;rmoreno;0;5;129190_8
inf142746;.;;29/11/2022;28/11/2022;rmoreno;0;10;130059_13
inf143452;.;;05/12/2022;02/12/2022;rmoreno;0;4;129399_3
inf142719;.;;29/11/2022;28/11/2022;rmoreno;0;1;129191_11
inf143440;.;;05/12/2022;02/12/2022;rmoreno;0;7;129191_13
inf142760;.;;29/11/2022;28/11/2022;rmoreno;0;1;127330_6
inf143456;.;;05/12/2022;02/12/2022;rmoreno;0;1;129498_3
inf142753;.;;29/11/2022;28/11/2022;rmoreno;0;2;128897_3
inf143441;.;;05/12/2022;02/12/2022;rmoreno;0;1;129191_14
inf142758;.;;29/11/2022;28/11/2022;rmoreno;0;1;128897_14
inf143451;.;;05/12/2022;02/12/2022;rmoreno;0;3;129399_1
inf142759;.;;29/11/2022;28/11/2022;rmoreno;0;1;128897_15
inf143454;.;;05/12/2022;02/12/2022;rmoreno;0;2;129498_1
inf142718;.;;29/11/2022;28/11/2022;rmoreno;0;1;129191_9
inf143445;.;;05/12/2022;02/12/2022;rmoreno;0;4;129230_1
inf142717;.;;29/11/2022;28/11/2022;rmoreno;0;1;130061_1
inf143455;.;;05/12/2022;02/12/2022;rmoreno;0;5;129498_2
inf142766;.;;29/11/2022;28/11/2022;rmoreno;0;1;127330_24
inf143446;.;;05/12/2022;02/12/2022;rmoreno;0;2;129230_2
inf142713;.;;29/11/2022;28/11/2022;rmoreno;0;1;129497_5
inf143444;.;;05/12/2022;02/12/2022;rmoreno;0;2;129190_10
inf142714;.;;29/11/2022;28/11/2022;rmoreno;0;3;129497_6
inf142715;.;;29/11/2022;28/11/2022;rmoreno;0;1;129152_2
inf142710;.;;29/11/2022;28/11/2022;rmoreno;0;1;129135_1
inf142752;.;;29/11/2022;28/11/2022;rmoreno;0;1;128897_2
inf142751;.;;29/11/2022;28/11/2022;rmoreno;0;1;128897_1
inf145342;.;;19/12/2022;19/12/2022;fball;0;1;127330_34
inf145331;.;;19/12/2022;19/12/2022;fball;0;2;130061_2
inf145332;.;;19/12/2022;19/12/2022;fball;0;1;127330_35
inf145336;.;;19/12/2022;19/12/2022;fball;0;1;127330_7
inf145337;.;;19/12/2022;19/12/2022;fball;0;1;127330_9
inf145339;.;;19/12/2022;19/12/2022;fball;0;1;127330_20
inf145340;.;;19/12/2022;19/12/2022;fball;0;1;127330_26
inf111062;.;;07/04/2022;06/04/2022;crduna;0;4;126075_4
inf111059;.;;07/04/2022;06/04/2022;crduna;0;10;126075_1
inf111058;.;;07/04/2022;06/04/2022;crduna;0;4;126218_2
inf111067;.;;07/04/2022;06/04/2022;crduna;0;1;126075_9
inf111069;.;;07/04/2022;06/04/2022;crduna;0;5;126075_11
inf111068;.;;07/04/2022;06/04/2022;crduna;0;10;126075_10
inf111070;.;;07/04/2022;06/04/2022;crduna;0;5;126075_12
inf111066;.;;07/04/2022;06/04/2022;crduna;0;4;126075_8
inf111065;.;;07/04/2022;06/04/2022;crduna;0;4;126075_7
inf111061;.;;07/04/2022;06/04/2022;crduna;0;4;126075_3
inf111064;.;;07/04/2022;06/04/2022;crduna;0;4;126075_6
inf111063;.;;07/04/2022;06/04/2022;crduna;0;4;126075_5
inf111057;.;;07/04/2022;06/04/2022;crduna;0;8;126218_1
inf111060;.;;07/04/2022;06/04/2022;crduna;0;18;126075_2
inf112796;6324;;21/04/2022;21/04/2022;crduna;1;6;124976_1
inf118655;.;;07/06/2022;03/06/2022;crduna;0;4;127244_4
inf118652;.;;07/06/2022;03/06/2022;crduna;0;5;127244_1
inf118654;.;;07/06/2022;03/06/2022;crduna;0;4;127244_3
inf118653;.;;07/06/2022;03/06/2022;crduna;0;15;127244_2
inf118656;.;;07/06/2022;03/06/2022;crduna;0;3;127244_5
inf128440;.;;19/08/2022;19/08/2022;fball;0;10;128656_1
inf130028;.;;31/08/2022;30/08/2022;rmoreno;0;4;128894_1
inf130029;.;;31/08/2022;30/08/2022;rmoreno;0;2;128894_2
inf130798;.;;05/09/2022;05/09/2022;fball;0;40;128953_1
inf130799;.;;05/09/2022;05/09/2022;fball;0;4;128953_2
inf130800;.;;05/09/2022;05/09/2022;fball;0;10;128953_3
inf137727;.;;25/10/2022;24/10/2022;crduna;0;2;129717_1
inf137728;.;;25/10/2022;24/10/2022;crduna;0;2;129717_2
inf137729;.;;25/10/2022;24/10/2022;crduna;0;4;129717_3
inf138539;.;;31/10/2022;28/10/2022;rmoreno;0;2;129779_1
inf138540;.;;31/10/2022;28/10/2022;rmoreno;0;1;129779_2
inf102187;.;;17/01/2022;17/01/2022;fball;0;24;124224_1
inf109138;.;;22/03/2022;22/03/2022;mcruz;0;4;125746_1
inf110117;.;;01/04/2022;01/04/2022;crduna;0;4;125450_2
inf110116;.;;01/04/2022;01/04/2022;crduna;0;4;125450_1
inf134073;.;;27/09/2022;27/09/2022;rmoreno;0;2;128688_1
inf139411;.;;04/11/2022;03/11/2022;rmoreno;0;2;128689_1
inf139412;.;;04/11/2022;03/11/2022;rmoreno;0;3;128689_2
inf144057;.;;12/12/2022;06/12/2022;rmoreno;0;2;129080_4
inf144054;.;;12/12/2022;06/12/2022;rmoreno;0;2;129080_1
inf144055;.;;12/12/2022;06/12/2022;rmoreno;0;3;129080_2
inf144056;.;;12/12/2022;06/12/2022;rmoreno;0;2;129080_3
inf132961;6627;;20/09/2022;20/09/2022;rmoreno;1;15;128483_1
inf140926;70810;;16/11/2022;15/11/2022;crduna;1;14;129857_1
inf129739;.;;30/08/2022;29/08/2022;rmoreno;0;3;126871_1
inf133948;.;;24/09/2022;24/09/2022;fball;0;1;127404_1
inf140751;.;;15/11/2022;14/11/2022;rmoreno;0;2;129716_1
inf106459;.;;24/02/2022;24/02/2022;mcruz;0;2;125312_1
inf101582;794;;10/01/2022;10/01/2022;mcruz;1;20;122829_7
inf101592;805;;10/01/2022;10/01/2022;mcruz;1;30;122829_17
inf101593;806;;10/01/2022;10/01/2022;mcruz;1;25;122829_18
inf101587;799;;10/01/2022;10/01/2022;mcruz;1;30;122829_12
inf101583;795;;10/01/2022;10/01/2022;mcruz;1;5;122829_8
inf101591;804;;10/01/2022;10/01/2022;mcruz;1;40;122829_16
inf101584;838;;10/01/2022;10/01/2022;mcruz;1;15;122829_9
inf101585;797;;10/01/2022;10/01/2022;mcruz;1;15;122829_10
inf101590;803;;10/01/2022;10/01/2022;mcruz;1;25;122829_15
inf101574;786;;10/01/2022;10/01/2022;mcruz;1;10;122829_1
inf101575;787;;10/01/2022;10/01/2022;mcruz;1;15;122829_2
inf101576;788;;10/01/2022;10/01/2022;mcruz;1;20;122829_3
inf101589;1034;;10/01/2022;10/01/2022;mcruz;1;10;122829_14
inf101588;801;;10/01/2022;10/01/2022;mcruz;1;25;122829_13
inf101577;789;;10/01/2022;10/01/2022;mcruz;1;5;122829_4
inf101578;792;;10/01/2022;10/01/2022;mcruz;1;10;122829_5
inf101580;793;;10/01/2022;10/01/2022;mcruz;1;15;122829_6
inf101586;798;;10/01/2022;10/01/2022;mcruz;1;25;122829_11
inf124220;1956;;18/07/2022;18/07/2022;msiam;2;2;124924_3
inf124218;1951;;18/07/2022;18/07/2022;msiam;2;2;124924_2
inf124217;1949;;18/07/2022;18/07/2022;msiam;2;2;124924_1
inf104897;482;;10/02/2022;08/02/2022;crduna;2;40;125051_2
inf104896;481;;10/02/2022;08/02/2022;crduna;1;15;125051_1
inf104900;487;;10/02/2022;08/02/2022;crduna;3;50;125051_4
inf104898;485;;10/02/2022;08/02/2022;crduna;4;80;125051_3
inf102086;LP00059;;14/01/2022;11/01/2022;hmunoz;3;35;124175_1
inf102084;LP00051;;14/01/2022;11/01/2022;hmunoz;1;3;124133_1
inf101946;LP03227;;13/01/2022;11/01/2022;hmunoz;8;150;124172_6
inf102092;.;;14/01/2022;11/01/2022;hmunoz;0;1;124677_1
inf101945;LP02331;;13/01/2022;11/01/2022;hmunoz;5;50;124172_3
inf104294;LP03227;;04/02/2022;04/02/2022;crduna;8;150;124172_7
inf104293;LP02331;;04/02/2022;04/02/2022;crduna;5;50;124172_4
inf104971;LP04062;;11/02/2022;08/02/2022;crduna;28;28;124764_1
inf107567;LP00059;;09/03/2022;07/03/2022;crduna;2;24;125410_1
inf108072;LP04062;;14/03/2022;14/03/2022;crduna;40;40;124280_1
inf109081;LP00051;;22/03/2022;21/03/2022;crduna;1;10;125847_2
inf109080;LP00054;;22/03/2022;21/03/2022;crduna;1;5;125847_1
inf109083;LP00002;;22/03/2022;21/03/2022;crduna;1;1;125895_1
inf109079;LP03400;;22/03/2022;21/03/2022;crduna;1;10;125885_1
inf109082;LP00052;;22/03/2022;21/03/2022;crduna;1;5;125847_3
inf109085;.;;22/03/2022;21/03/2022;crduna;0;1;124677_1
inf112031;LP00053;;13/04/2022;12/04/2022;crduna;1;5;125863_2
inf111954;LP02380;;13/04/2022;12/04/2022;crduna;1;20;126104_1
inf112029;.;;13/04/2022;12/04/2022;crduna;0;4;126072_2
inf112028;.;;13/04/2022;12/04/2022;crduna;0;4;126072_1
inf112020;LP02300;;13/04/2022;12/04/2022;crduna;1;5;125894_1
inf112023;LP00052;;13/04/2022;12/04/2022;crduna;1;5;125863_1
inf112024;LP00054;;13/04/2022;12/04/2022;crduna;10;50;125863_3
inf112026;LP02331;;13/04/2022;12/04/2022;crduna;3;30;126012_1
inf112025;LP03227;;13/04/2022;12/04/2022;crduna;8;150;125929_1
inf113947;LP05214;;02/05/2022;29/04/2022;crduna;30;60;125912_1
inf115445;LP03400;;11/05/2022;11/05/2022;crduna;1;50;125906_2
inf115439;LP05214;;11/05/2022;11/05/2022;crduna;15;30;125912_1
inf115441;LP03227;;11/05/2022;11/05/2022;crduna;1;20;125929_2
inf115444;LP04071;;11/05/2022;11/05/2022;crduna;1;50;125906_1
inf119480;LP02331;;13/06/2022;13/06/2022;crduna;3;30;126012_2
inf119477;LP02331;;13/06/2022;13/06/2022;crduna;5;60;127336_1
inf119476;LP02380;;13/06/2022;13/06/2022;crduna;1;1;127356_3
inf119475;LP02300;;13/06/2022;13/06/2022;crduna;1;20;127356_2
inf119474;LP01431;;13/06/2022;13/06/2022;crduna;1;20;127356_1
inf120984;LP02300;;27/06/2022;27/06/2022;msiam;2;8;127545_1
inf121011;LP02300;;28/06/2022;27/06/2022;crduna;2;40;127545_1
inf121012;LP02300;;28/06/2022;27/06/2022;crduna;2;30;127428_1
inf121014;LP05214;;28/06/2022;27/06/2022;crduna;15;30;125912_2
inf120983;LP02300;;27/06/2022;27/06/2022;msiam;2;6;127428_1
inf120981;LP02331;;27/06/2022;27/06/2022;msiam;3;30;126012_3
inf120985;.;;27/06/2022;27/06/2022;msiam;0;30;127545_3
inf121009;LP02300;;28/06/2022;28/06/2022;crduna;0;-6;127428_1
inf121010;LP02300;;28/06/2022;28/06/2022;crduna;0;-8;127545_1
inf121751;LP05214;;01/07/2022;01/07/2022;fball;5;10;125912_3
inf121765;LP02300;;01/07/2022;01/07/2022;fball;2;40;127274_2
inf121764;LP02331;;01/07/2022;01/07/2022;fball;1;12;127274_1
inf121762;.;;01/07/2022;01/07/2022;fball;0;1;127274_3
inf121760;.;;01/07/2022;01/07/2022;fball;0;25;127274_4
inf121750;LP05214;;01/07/2022;01/07/2022;fball;20;40;125912_3
inf121753;.;;01/07/2022;01/07/2022;fball;0;2;127682_1
inf121749;LP05214;;01/07/2022;01/07/2022;fball;5;10;125912_1
inf121748;LP05214;;01/07/2022;01/07/2022;fball;8;8;125894_2
inf121752;LP05214;;01/07/2022;01/07/2022;fball;10;20;125912_2
inf121895;LP05214;;04/07/2022;01/07/2022;crduna;8;16;125894_2
inf121894;LP05214;;04/07/2022;04/07/2022;crduna;0;-8;125894_2
inf123292;LP01431;;12/07/2022;12/07/2022;msiam;1;150;127298_1
inf124543;LP02300;;20/07/2022;20/07/2022;fball;12;60;127583_1
inf124546;.;;20/07/2022;20/07/2022;fball;0;40;127545_2
inf129277;LP02300;;25/08/2022;25/08/2022;fball;10;200;128372_2
inf129273;LP02331;;25/08/2022;25/08/2022;fball;1;12;128535_6
inf129272;LP01600;;25/08/2022;25/08/2022;fball;1;50;128535_5
inf129271;.;;25/08/2022;25/08/2022;fball;0;40;128535_1
inf129270;LP00046;;25/08/2022;25/08/2022;fball;0;2;128434_2
inf129269;LP02300;;25/08/2022;25/08/2022;fball;1;20;128434_1
inf129274;5721;;25/08/2022;25/08/2022;fball;1;12;128535_4
inf129278;LP04070;;25/08/2022;25/08/2022;fball;1;150;128372_3
inf129279;LP05211;;25/08/2022;25/08/2022;fball;1;60;128372_4
inf129280;LP00102;22LP0467;25/08/2022;25/08/2022;fball;2;29;128372_1
inf129283;LP05212;;25/08/2022;25/08/2022;fball;1;60;128372_5
inf134541;LP04061;;29/09/2022;29/09/2022;fball;80;80;129358_1
inf134610;LP04061;;30/09/2022;30/09/2022;fball;80;80;129358_1
inf134609;LP04061;;30/09/2022;30/09/2022;fball;40;40;129358_1
inf131630;LP00096;;12/09/2022;09/09/2022;rmoreno;1;5;128351_1
inf131627;LP00102;22LP0472;12/09/2022;09/09/2022;rmoreno;5;51;128372_1
inf135633;LP00054;;11/10/2022;06/10/2022;crduna;12;60;129509_2
inf137281;LP00165;;21/10/2022;18/10/2022;crduna;2;30;129586_3
inf137286;LP02300;;21/10/2022;18/10/2022;crduna;3;50;129586_1
inf137288;.;;21/10/2022;18/10/2022;crduna;0;60;129586_2
inf137290;.;;21/10/2022;18/10/2022;crduna;0;7;129555_2
inf137292;.;;21/10/2022;18/10/2022;crduna;0;10;129555_1
inf137294;LP02300;;21/10/2022;18/10/2022;crduna;3;60;127583_2
inf137297;LP02300;;21/10/2022;18/10/2022;crduna;8;150;129551_1
inf137298;.;;21/10/2022;18/10/2022;crduna;0;1;128379_1
inf137299;.;;21/10/2022;18/10/2022;crduna;0;2;128379_2
inf137300;.;;21/10/2022;18/10/2022;crduna;0;6;129360_2
inf137314;LP04061;;21/10/2022;18/10/2022;crduna;50;50;129558_1
inf137315;LP04061;;21/10/2022;18/10/2022;crduna;50;50;129558_1
inf137772;LP02300;;25/10/2022;25/10/2022;crduna;1;20;129696_2
inf137773;LP04061;;25/10/2022;25/10/2022;crduna;50;50;129696_3
inf137774;LP00165;;25/10/2022;25/10/2022;crduna;6;30;129663_1
inf137775;LP04061;;25/10/2022;25/10/2022;crduna;23;23;129558_1
inf137776;LP04061;;25/10/2022;25/10/2022;crduna;80;80;129558_1
inf137777;LP04061;;25/10/2022;25/10/2022;crduna;160;160;129558_2
inf137804;.;;25/10/2022;25/10/2022;crduna;0;3;129555_2
inf138992;2587;;02/11/2022;01/11/2022;rmoreno;60;240;129663_2
inf143459;.;;05/12/2022;02/12/2022;rmoreno;0;7;129360_1
inf139013;2587;;02/11/2022;01/11/2022;rmoreno;50;200;129554_2
inf143460;.;;05/12/2022;02/12/2022;rmoreno;0;4;129655_1
inf139001;2587;;02/11/2022;01/11/2022;rmoreno;40;160;129696_1
inf143461;2587;;05/12/2022;02/12/2022;rmoreno;29;116;129554_3
inf139017;LP04061;;02/11/2022;01/11/2022;rmoreno;47;47;129558_1
inf143472;LP00054;;05/12/2022;05/12/2022;rmoreno;3;15;129509_8
inf139026;LP04061;;02/11/2022;01/11/2022;rmoreno;63;63;129558_2
inf139004;2587;;02/11/2022;01/11/2022;rmoreno;50;200;129554_1
inf140664;LP04061;;14/11/2022;11/11/2022;rmoreno;27;27;129558_2
inf140791;LP03227;;15/11/2022;11/11/2022;rmoreno;5;100;129509_4
inf140798;LP00052;;15/11/2022;11/11/2022;rmoreno;1;5;129509_1
inf140795;LP03227;;15/11/2022;11/11/2022;rmoreno;10;200;129509_5
inf140794;LP03227;;15/11/2022;11/11/2022;rmoreno;5;100;129509_4
inf140801;LP00054;;15/11/2022;11/11/2022;rmoreno;12;60;129509_7
inf140788;LP03227;;15/11/2022;11/11/2022;rmoreno;10;200;129509_3
inf140799;LP04070;;15/11/2022;11/11/2022;rmoreno;1;60;129509_6
inf144042;.;;12/12/2022;07/12/2022;rmoreno;0;6;128664_1
inf102429;30406;22ME5985;18/01/2022;18/01/2022;mcruz;119;3022,6;123946_1
inf103756;356134;22ME6049;28/01/2022;28/01/2022;fball;3;29,78;124286_13
inf103755;356278;22ME6048;28/01/2022;28/01/2022;fball;3;32,88;124286_11
inf103754;356340;22ME6047;28/01/2022;28/01/2022;fball;3;30,92;124286_4
inf103751;32995;22ME6046;28/01/2022;28/01/2022;fball;3;32,8;124286_7
inf103764;356549;22ME6051;28/01/2022;28/01/2022;fball;4;44;124286_6
inf103768;356108;22ME6052;28/01/2022;28/01/2022;fball;7;91,14;124286_1
inf103759;35626;22ME6050;28/01/2022;28/01/2022;fball;3;32,66;124286_10
inf104374;355962;22EN4472;07/02/2022;07/02/2022;crduna;2;21,6;124821_17
inf104370;356119;22ME6073;07/02/2022;07/02/2022;crduna;4;44;124286_2
inf104371;356538;22ME6074;07/02/2022;07/02/2022;crduna;3;31,5;124286_14
inf104372;38209;22EN4470;07/02/2022;07/02/2022;crduna;1;11;124286_12
inf104373;355803;22EN4471;07/02/2022;07/02/2022;crduna;2;20,2;124286_9
inf104801;356180;22ME6079;09/02/2022;09/02/2022;mcruz;132;3014,2;123946_2
inf105320;356361;22ME6090;15/02/2022;15/02/2022;crduna;2;21,54;124286_3
inf105317;356559;22ME6088;15/02/2022;15/02/2022;crduna;13;309,2;123154_1
inf105318;356339;22ME6089;15/02/2022;15/02/2022;crduna;2;17,38;124286_5
inf105319;355306;22EN4480;15/02/2022;15/02/2022;crduna;4;47,04;124286_8
inf106007;36410;22ME6103;21/02/2022;21/02/2022;mcruz;46;1081,2;123155_4
inf107400;34665;22EN4563;08/03/2022;08/03/2022;crduna;2;16,46;124821_6
inf107388;356026;22ME6159;08/03/2022;08/03/2022;crduna;3;25,9;124821_15
inf107398;355417;22EN4562;08/03/2022;08/03/2022;crduna;3;31,78;124821_13
inf107397;356527;22ME6163;08/03/2022;08/03/2022;crduna;3;33;124821_16
inf107396;35308;22ME6162;08/03/2022;08/03/2022;crduna;3;32,7;124821_10
inf107382;355498;22EN4558;08/03/2022;08/03/2022;crduna;2;22;124821_5
inf107395;356031;22ME6161;08/03/2022;08/03/2022;crduna;3;31,1;124821_12
inf107394;356317;22ME6160;08/03/2022;08/03/2022;crduna;2;29,8;124821_1
inf107380;355886;22EN4556;08/03/2022;08/03/2022;crduna;3;33;124821_2
inf107391;355758;22EN4561;08/03/2022;08/03/2022;crduna;4;43,58;124821_14
inf107399;356046;22ME6164;08/03/2022;08/03/2022;crduna;3;30,48;124821_9
inf107386;355745;22EN4560;08/03/2022;08/03/2022;crduna;3;29,82;124821_4
inf107383;355744;22EN4559;08/03/2022;08/03/2022;crduna;3;33;124821_3
inf107384;356301;22ME6158;08/03/2022;08/03/2022;crduna;3;32,28;124821_8
inf107381;355512;22EN4557;08/03/2022;08/03/2022;crduna;3;31,24;124821_7
inf108844;355339;22EN4590;21/03/2022;21/03/2022;crduna;3;31,66;124821_11
inf108843;36410;22ME6218;21/03/2022;21/03/2022;crduna;291;7002,6;123946_3
inf109116;36410;22ME6226;22/03/2022;22/03/2022;vroldan;291;6991,4;123946_4
inf109935;356099;22ME6248;31/03/2022;31/03/2022;crduna;3;32,14;125104_9
inf109937;32997;22ME6249;31/03/2022;31/03/2022;crduna;2;20,86;125104_15
inf109938;355836;22EN4619;31/03/2022;31/03/2022;crduna;3;32,84;125104_18
inf109939;355294;22EN4620;31/03/2022;31/03/2022;crduna;2;20,64;125104_27
inf109941;355521;22EN4621;31/03/2022;31/03/2022;crduna;3;32,98;125104_11
inf109948;356343;22ME6252;31/03/2022;31/03/2022;crduna;4;41,22;125104_40
inf109943;355412;22EN4622;31/03/2022;31/03/2022;crduna;3;32,72;125104_24
inf109947;356049;22ME6251;31/03/2022;31/03/2022;crduna;3;31,2;125104_14
inf109945;356048;22ME6250;31/03/2022;31/03/2022;crduna;3;32,16;125104_12
inf109946;355897;22EN4623;31/03/2022;31/03/2022;crduna;3;32,1;125104_13
inf109936;355889;22EN4618;31/03/2022;31/03/2022;crduna;3;32,76;125104_22
inf109934;356025;22ME6247;31/03/2022;31/03/2022;crduna;4;43,92;125104_7
inf109933;355779;22EN4617;31/03/2022;31/03/2022;crduna;3;32,9;125104_21
inf109932;356129;22ME6246;31/03/2022;31/03/2022;crduna;2;25,7;125104_10
inf109931;355892;22EN4616;31/03/2022;31/03/2022;crduna;3;32,92;125104_23
inf111078;355867;22EN4661;07/04/2022;07/04/2022;crduna;4;43,48;125104_26
inf111079;355954;22EN4662;07/04/2022;07/04/2022;crduna;3;33;125104_2
