Informe;IDOrden;Codigo de Producto;Descripcion;Lote;Fecha Informe;Fecha Recibido;Usuario;Cant Bultos;Cantidad Recibida;TiPo Compra;IDAlmacen;almacen;IDProveedor;proveedor;tipo material
inf139632;129284_23;355767;empaque prim;22EN5583;07/11/2022;04/11/2022;crduna;2;24,83;P;2;Argentina;144;CA S.A.C.I.I.Y F.;ME
inf139552;126421_1;356642;empaque prim;22ME7547;04/11/2022;04/11/2022;crduna;19;386,6;P;1;Uruguay;144;CA S.A.C.I.I.Y F.;ME
inf139551;126923_1;30406;empaque prim;22ME7546;04/11/2022;04/11/2022;crduna;60;1500;P;2;Argentina;144;CA S.A.C.I.I.Y F.;ME
inf142448;127556_54;355736;empaque prim;22EN5713;28/11/2022;28/11/2022;crduna;2;21,37;P;2;Argentina;144;CA S.A.C.I.I.Y F.;ME
inf142337;128659_1;356180;empaque prim;22ME7679;25/11/2022;25/11/2022;crduna;175;3939;P;2;Argentina;144;CA S.A.C.I.I.Y F.;ME
inf142338;127568_3;356559;empaque prim;22ME7680;25/11/2022;25/11/2022;crduna;29;698,8;P;1;Uruguay;144;CA S.A.C.I.I.Y F.;ME
inf142340;128876_18;355884;empaque prim;22EN5709;25/11/2022;25/11/2022;crduna;4;46,23;P;2;Argentina;144;CA S.A.C.I.I.Y F.;ME
inf102330;124347_1;1135;CINTA DE TRANSFERENCIA TE;;17/01/2022;17/01/2022;fball;1;24;P;1;Uruguay;145;AT SOC.ANON.;MP
inf106322;124269_1;1135;CINTA DE TRANSFERENCIA TE;;23/02/2022;23/02/2022;mcruz;9;200;P;2;Argentina;145;AT SOC.ANON.;MP
inf106323;124269_2;1135;CINTA DE TRANSFERENCIA TE;;23/02/2022;23/02/2022;mcruz;5;100;P;2;Argentina;145;AT SOC.ANON.;MP
inf107644;124269_3;1135;CINTA DE TRANSFERENCIA TE;;09/03/2022;09/03/2022;mcruz;4;100;P;2;Argentina;145;AT SOC.ANON.;MP
inf113096;126281_1;1135;CINTA DE TRANSFERENCIA TE;;26/04/2022;22/04/2022;crduna;1;30;P;1;Uruguay;145;AT SOC.ANON.;MP
inf126408;127836_1;.;LECTORA BLUET.;;03/08/2022;03/08/2022;msiam;0;4;M;1;Uruguay;145;AT SOC.ANON.;NP
inf135634;129290_1;1135;CINTA DE TRANSFERENCIA TE;;11/10/2022;06/10/2022;crduna;11;250;P;2;Argentina;145;AT SOC.ANON.;MP
inf122975;125648_1;.;KLUBEROIL 4 UH1-1500 N S;;08/07/2022;08/07/2022;msiam;0;12;M;2;Argentina;146;ER LUBRIC.ARG. S.A.;NP
inf101807;124348_2;4032;TINTA NEGRA IMAJE P/INK J;;13/01/2022;13/01/2022;hmunoz;2;8;P;1;Uruguay;147;EM-IMAJE S.A.;ME
inf101806;124348_1;2226;ADITIVO P/TINTA IMAJE COD;;13/01/2022;13/01/2022;hmunoz;3;12;P;1;Uruguay;147;EM-IMAJE S.A.;MP
inf121529;127728_1;4032;TINTA NEGRA IMAJE P/INK J;;30/06/2022;28/06/2022;crduna;1;4;P;1;Uruguay;147;EM-IMAJE S.A.;ME
inf121530;127728_2;4033;SOLVENTE IMAJE P/INKJET C;;30/06/2022;28/06/2022;crduna;8;32;P;1;Uruguay;147;EM-IMAJE S.A.;ME
inf123717;127716_1;4033;SOLVENTE IMAJE P/INKJET C;;14/07/2022;13/07/2022;crduna;1;4;P;1;Uruguay;147;EM-IMAJE S.A.;ME
inf131631;128266_1;.;SENSOR FIBRA OPTICA;;12/09/2022;09/09/2022;rmoreno;0;6;M;2;Argentina;147;EM-IMAJE S.A.;NP
inf135808;129437_1;4033;SOLVENTE IMAJE P/INKJET C;;11/10/2022;11/10/2022;crduna;1;4;P;1;Uruguay;147;EM-IMAJE S.A.;ME
inf141363;130020_1;6969;TINTA MB1175 MARCA  IMAJE;;18/11/2022;15/11/2022;crduna;1;4;P;1;Uruguay;147;EM-IMAJE S.A.;GR
inf107553;122322_1;.;PROTECCION DE CABEZAL;;09/03/2022;07/03/2022;crduna;0;4;M;2;Argentina;148;S.A.;NP
inf107552;124161_1;.;SUBCONJUNTO CAJA;;09/03/2022;07/03/2022;crduna;0;3;M;2;Argentina;148;S.A.;NP
inf116200;124570_2;.;CONO AJUSTA MATRIZ L21;;17/05/2022;17/05/2022;crduna;0;38;M;2;Argentina;148;S.A.;NP
inf116209;124232_9;.;LEVA DE DESCENSO;;17/05/2022;17/05/2022;crduna;0;1;M;2;Argentina;148;S.A.;NP
inf116201;124232_1;.;FRENO DE PUNZON;;17/05/2022;17/05/2022;crduna;0;100;M;2;Argentina;148;S.A.;NP
inf116214;124232_14;.;CUERPO DE CARGADORA;;17/05/2022;17/05/2022;crduna;0;1;M;2;Argentina;148;S.A.;NP
inf116199;124570_1;.;CONO AJUSTA MATRIZ;;17/05/2022;17/05/2022;crduna;0;100;M;2;Argentina;148;S.A.;NP
inf116213;124232_13;.;PLACA DE CIERRE;;17/05/2022;17/05/2022;crduna;0;1;M;2;Argentina;148;S.A.;NP
inf116203;124232_3;.;ESTRELLA RECTA;;17/05/2022;17/05/2022;crduna;0;6;M;2;Argentina;148;S.A.;NP
inf116204;124232_4;.;ESTRELLA RECTA;;17/05/2022;17/05/2022;crduna;0;4;M;2;Argentina;148;S.A.;NP
inf116205;124232_5;.;BARREDOR EXTERNO;;17/05/2022;17/05/2022;crduna;0;10;M;2;Argentina;148;S.A.;NP
inf116215;124232_15;.;PLACA BASE CARGADOR;;17/05/2022;17/05/2022;crduna;0;1;M;2;Argentina;148;S.A.;NP
inf116206;124232_6;.;PERILLA ESTRELLA;;17/05/2022;17/05/2022;crduna;0;10;M;2;Argentina;148;S.A.;NP
inf116202;124232_2;.;RESORTE;;17/05/2022;17/05/2022;crduna;0;100;M;2;Argentina;148;S.A.;NP
inf116207;124232_7;.;PERILLA M12;;17/05/2022;17/05/2022;crduna;0;10;M;2;Argentina;148;S.A.;NP
inf116208;124232_8;.;TORNILLO ESPECIAL;;17/05/2022;17/05/2022;crduna;0;10;M;2;Argentina;148;S.A.;NP
inf116210;124232_10;.;FRENO DE 17.8mm C/R;;17/05/2022;17/05/2022;crduna;0;120;M;2;Argentina;148;S.A.;NP
inf116211;124232_11;.;DEFLECTOR VARIABLE;;17/05/2022;17/05/2022;crduna;0;1;M;2;Argentina;148;S.A.;NP
inf116212;124232_12;.;PLACA INTERMEDIA;;17/05/2022;17/05/2022;crduna;0;1;M;2;Argentina;148;S.A.;NP
inf133779;126079_16;.;BARREDOR DE TOLVA;;23/09/2022;23/09/2022;rmoreno;0;10;M;2;Argentina;148;S.A.;NP
inf133778;126079_15;.;BARREDOR DE TOLVA;;23/09/2022;23/09/2022;rmoreno;0;10;M;2;Argentina;148;S.A.;NP
inf133772;126079_14;.;BARREDOR DE TOLVA;;23/09/2022;23/09/2022;rmoreno;0;10;M;2;Argentina;148;S.A.;NP
inf133771;126079_13;.;BARREDOR DE TOLVA;;23/09/2022;23/09/2022;rmoreno;0;10;M;2;Argentina;148;S.A.;NP
inf133770;126079_11;.;RESORTE PARA BARREDOR;;23/09/2022;23/09/2022;rmoreno;0;10;M;2;Argentina;148;S.A.;NP
inf133769;126079_9;.;CONO AJUSTA MATRIZ ù 1/2;;23/09/2022;23/09/2022;rmoreno;0;120;M;2;Argentina;148;S.A.;NP
inf133768;126079_10;.;CONO AJUSTA MATRIZ ù 1/2;;23/09/2022;23/09/2022;rmoreno;0;150;M;2;Argentina;148;S.A.;NP
inf133767;126079_8;.;CUERDA DE POLIAMIDA;;23/09/2022;23/09/2022;rmoreno;0;20;M;2;Argentina;148;S.A.;NP
inf133766;126079_7;.;FRENO DE 17.8mm C/R;;23/09/2022;23/09/2022;rmoreno;0;100;M;2;Argentina;148;S.A.;NP
inf133765;126079_6;.;BARREDOR EXTERIOR;;23/09/2022;23/09/2022;rmoreno;0;50;M;2;Argentina;148;S.A.;NP
inf133764;126079_5;.;ESTRELLA RECTA;;23/09/2022;23/09/2022;rmoreno;0;6;M;2;Argentina;148;S.A.;NP
inf133763;126079_4;.;ESTRELLA RECTA;;23/09/2022;23/09/2022;rmoreno;0;4;M;2;Argentina;148;S.A.;NP
inf133755;126079_3;.;ESTRELLA RECTA;;23/09/2022;23/09/2022;rmoreno;0;6;M;2;Argentina;148;S.A.;NP
inf133754;126079_2;.;ESTRELLA RECTA;;23/09/2022;23/09/2022;rmoreno;0;6;M;2;Argentina;148;S.A.;NP
inf133752;126079_1;.;FRENO DE PUNZON 15.9mm C;;23/09/2022;23/09/2022;rmoreno;0;100;M;2;Argentina;148;S.A.;NP
inf133750;126079_23;.;FORZADOR DE CARGA COMPLE;;23/09/2022;23/09/2022;rmoreno;0;1;M;2;Argentina;148;S.A.;NP
inf133749;126079_25;.;FORZADOR DE CARGA COMPLE;;23/09/2022;23/09/2022;rmoreno;0;1;M;2;Argentina;148;S.A.;NP
inf133748;126079_24;.;FORZADOR DE CARGA COMPLE;;23/09/2022;23/09/2022;rmoreno;0;1;M;2;Argentina;148;S.A.;NP
inf133734;126079_17;.;DEFLECTOR CANAL DE DESCA;;23/09/2022;23/09/2022;rmoreno;0;2;M;2;Argentina;148;S.A.;NP
inf133738;126079_18;.;DEFLECTOR DE COMPRIMIDOS;;23/09/2022;23/09/2022;rmoreno;0;4;M;2;Argentina;148;S.A.;NP
inf133742;126079_19;.;DEFLECTOR PARA DESCARTE;;23/09/2022;23/09/2022;rmoreno;0;2;M;2;Argentina;148;S.A.;NP
inf133746;126079_22;.;LEVA DE DOSIFICADOR D;;23/09/2022;23/09/2022;rmoreno;0;1;M;2;Argentina;148;S.A.;NP
inf133745;126079_21;.;RESORTE PARA FRENO;;23/09/2022;23/09/2022;rmoreno;0;50;M;2;Argentina;148;S.A.;NP
inf133780;126079_12;.;RESORTE;;23/09/2022;23/09/2022;rmoreno;0;10;M;2;Argentina;148;S.A.;NP
inf133744;126079_20;.;"WIPER ""D"" ùI 25.4";;23/09/2022;23/09/2022;rmoreno;0;100;M;2;Argentina;148;S.A.;NP
inf103272;122530_1;21540;HIDROXIPROPILMETIL CELULO;22MP2681;25/01/2022;25/01/2022;crduna;2;50;P;2;Argentina;149;RCON S.A.;MP
inf109356;125515_1;21540;HIDROXIPROPILMETIL CELULO;22MP2802;25/03/2022;25/03/2022;crduna;3;75;P;2;Argentina;149;RCON S.A.;MP
inf110982;125523_1;21994;OPADRY YS-1-7006 CLEAR;22MP2827;06/04/2022;06/04/2022;crduna;3;75000;P;2;Argentina;149;RCON S.A.;MP
inf110980;125519_1;20320;ALMIDON PREGELATINIZADO.;22MP2826;06/04/2022;06/04/2022;crduna;12;300;P;2;Argentina;149;RCON S.A.;MP
inf110978;125518_1;21991;OPADRY YS 1-7003-BLANCO;22MP2825;06/04/2022;06/04/2022;crduna;10;250;P;2;Argentina;149;RCON S.A.;MP
inf110976;125518_1;21991;OPADRY YS 1-7003-BLANCO;22MP2824;06/04/2022;06/04/2022;crduna;18;450;P;2;Argentina;149;RCON S.A.;MP
inf110975;125518_1;21991;OPADRY YS 1-7003-BLANCO;22MP2823;06/04/2022;06/04/2022;crduna;18;450;P;2;Argentina;149;RCON S.A.;MP
inf110974;125518_1;21991;OPADRY YS 1-7003-BLANCO;22MP2822;06/04/2022;06/04/2022;crduna;18;450;P;2;Argentina;149;RCON S.A.;MP
inf110973;125518_1;21991;OPADRY YS 1-7003-BLANCO;22MP2821;06/04/2022;06/04/2022;crduna;18;450;P;2;Argentina;149;RCON S.A.;MP
inf110972;125518_1;21991;OPADRY YS 1-7003-BLANCO;22MP2820;06/04/2022;06/04/2022;crduna;18;450;P;2;Argentina;149;RCON S.A.;MP
inf111877;125524_1;253248;HIDROXIPROPILMETILCELULO;22MP2848;12/04/2022;12/04/2022;mcruz;16;400;P;2;Argentina;149;RCON S.A.;MP
inf113455;125521_1;20690;LACA ALUMINICA RED 40;22MP2870;28/04/2022;25/04/2022;crduna;1;1000;P;2;Argentina;149;RCON S.A.;MP
inf114215;125520_1;20680;LACA ALUMI.AMARILL OCASO;22MP2885;03/05/2022;03/05/2022;crduna;1;1;P;2;Argentina;149;RCON S.A.;MP
inf115492;126527_1;251147;HIDROXIPROPILMETILCELULO;22MP2907;12/05/2022;10/05/2022;crduna;24;600;P;2;Argentina;149;RCON S.A.;MP
inf115491;126527_1;251147;HIDROXIPROPILMETILCELULO;22MP2906;12/05/2022;10/05/2022;crduna;8;200;P;2;Argentina;149;RCON S.A.;MP
inf115490;125522_1;21530;HIDROXIPROPILMETIL CELULO;22MP2905;12/05/2022;10/05/2022;crduna;15;375;P;2;Argentina;149;RCON S.A.;MP
inf115489;123015_1;256005;HIDROXIPROPILMETILCELULO;22MP2904;12/05/2022;10/05/2022;crduna;2;50;P;2;Argentina;149;RCON S.A.;MP
inf116479;125526_1;256019;OPADRYII 85F18422 BLANCO;22MP2930;20/05/2022;17/05/2022;crduna;3;75;P;2;Argentina;149;RCON S.A.;MP
inf116477;125517_1;21990;OPADRY II Y 30-18037;22MP2928;20/05/2022;17/05/2022;crduna;2;50;P;2;Argentina;149;RCON S.A.;MP
inf116478;125526_1;256019;OPADRYII 85F18422 BLANCO;22MP2929;20/05/2022;17/05/2022;crduna;21;525;P;2;Argentina;149;RCON S.A.;MP
inf116476;125517_1;21990;OPADRY II Y 30-18037;22MP2927;20/05/2022;20/05/2022;crduna;22;550;P;2;Argentina;149;RCON S.A.;MP
inf117888;125525_1;256007;ETILCELULOSA DISP TIPO B;22MP2955;01/06/2022;01/06/2022;crduna;12;216;P;2;Argentina;149;RCON S.A.;MP
inf119916;126530_1;256036;HIDROXIPROPILMETILCELULO;22MP2989;16/06/2022;15/06/2022;crduna;3;75;P;2;Argentina;149;RCON S.A.;MP
inf119921;126526_1;21994;OPADRY YS-1-7006 CLEAR;22MP2990;16/06/2022;15/06/2022;crduna;3;75000;P;2;Argentina;149;RCON S.A.;MP
inf119923;126524_1;20680;LACA ALUMI.AMARILL OCASO;22MP2991;16/06/2022;15/06/2022;crduna;1;1;P;2;Argentina;149;RCON S.A.;MP
inf119924;126525_1;21560;LACA INDIGO CARMIN;22MP2992;16/06/2022;15/06/2022;crduna;1;3000;P;2;Argentina;149;RCON S.A.;MP
inf121199;125529_1;251147;HIDROXIPROPILMETILCELULO;22MP2996;29/06/2022;29/06/2022;crduna;12;300;P;2;Argentina;149;RCON S.A.;MP
inf121198;125529_1;251147;HIDROXIPROPILMETILCELULO;22MP2995;29/06/2022;29/06/2022;crduna;12;300;P;2;Argentina;149;RCON S.A.;MP
inf122357;127256_1;20320;ALMIDON PREGELATINIZADO.;22MP3033;06/07/2022;05/07/2022;crduna;16;400;P;2;Argentina;149;RCON S.A.;MP
inf122356;127256_1;20320;ALMIDON PREGELATINIZADO.;22MP3032;06/07/2022;05/07/2022;crduna;24;600;P;2;Argentina;149;RCON S.A.;MP
inf122373;124459_1;256701D;OXIDO DE POLIETILENO WSR;22DE0195;06/07/2022;05/07/2022;crduna;1;63,5;P;2;Argentina;149;RCON S.A.;MP
inf122368;124751_1;256005;HIDROXIPROPILMETILCELULO;22MP3034;06/07/2022;05/07/2022;crduna;2;50;P;2;Argentina;149;RCON S.A.;MP
inf122881;127272_1;21991;OPADRY YS 1-7003-BLANCO;22MP3039;08/07/2022;07/07/2022;crduna;18;450;P;2;Argentina;149;RCON S.A.;MP
inf122879;127272_1;21991;OPADRY YS 1-7003-BLANCO;22MP3038;08/07/2022;07/07/2022;crduna;8;200;P;2;Argentina;149;RCON S.A.;MP
inf122876;127272_1;21991;OPADRY YS 1-7003-BLANCO;22MP3037;08/07/2022;07/07/2022;crduna;18;450;P;2;Argentina;149;RCON S.A.;MP
inf122883;127272_1;21991;OPADRY YS 1-7003-BLANCO;22MP3041;08/07/2022;07/07/2022;crduna;18;450;P;2;Argentina;149;RCON S.A.;MP
inf122882;127272_1;21991;OPADRY YS 1-7003-BLANCO;22MP3040;08/07/2022;07/07/2022;crduna;18;450;P;2;Argentina;149;RCON S.A.;MP
inf126500;127296_1;256019;OPADRYII 85F18422 BLANCO;22MP3118;04/08/2022;03/08/2022;crduna;21;525;P;2;Argentina;149;RCON S.A.;MP
inf126483;125527_1;256005;HIDROXIPROPILMETILCELULO;22MP3108;04/08/2022;03/08/2022;crduna;15;375;P;2;Argentina;149;RCON S.A.;MP
inf126484;127267_1;21540;HIDROXIPROPILMETIL CELULO;22MP3109;04/08/2022;03/08/2022;crduna;7;175;P;2;Argentina;149;RCON S.A.;MP
inf126491;127266_1;21530;HIDROXIPROPILMETIL CELULO;22MP3115;04/08/2022;03/08/2022;crduna;15;375;P;2;Argentina;149;RCON S.A.;MP
inf126490;127257_1;20690;LACA ALUMINICA RED 40;22MP3114;04/08/2022;03/08/2022;crduna;1;3000;P;2;Argentina;149;RCON S.A.;MP
inf126489;126528_1;253248;HIDROXIPROPILMETILCELULO;22MP3113;04/08/2022;03/08/2022;crduna;5;125;P;2;Argentina;149;RCON S.A.;MP
inf126488;126528_1;253248;HIDROXIPROPILMETILCELULO;22MP3112;04/08/2022;03/08/2022;crduna;2;50;P;2;Argentina;149;RCON S.A.;MP
inf126501;126529_1;256007;ETILCELULOSA DISP TIPO B;22MP3119;04/08/2022;03/08/2022;crduna;17;306;P;2;Argentina;149;RCON S.A.;MP
inf126499;127296_1;256019;OPADRYII 85F18422 BLANCO;22MP3117;04/08/2022;03/08/2022;crduna;1;25;P;2;Argentina;149;RCON S.A.;MP
inf126498;127271_1;21990;OPADRY II Y 30-18037;22MP3116;04/08/2022;03/08/2022;crduna;16;400;P;2;Argentina;149;RCON S.A.;MP
inf126486;125529_1;251147;HIDROXIPROPILMETILCELULO;22MP3110;04/08/2022;03/08/2022;crduna;8;200;P;2;Argentina;149;RCON S.A.;MP
inf126487;126528_1;253248;HIDROXIPROPILMETILCELULO;22MP3111;04/08/2022;03/08/2022;crduna;7;175;P;2;Argentina;149;RCON S.A.;MP
inf128065;127292_1;21520;HIDROXIPROPILMETIL CELULO;22MP3153;17/08/2022;16/08/2022;crduna;6;150;P;2;Argentina;149;RCON S.A.;MP
inf129601;128124_1;21994;OPADRY YS-1-7006 CLEAR;22MP3181;29/08/2022;26/08/2022;crduna;12;300000;P;2;Argentina;149;RCON S.A.;MP
inf129606;128137_1;21991;OPADRY YS 1-7003-BLANCO;22MP3184;29/08/2022;26/08/2022;crduna;16;400;P;2;Argentina;149;RCON S.A.;MP
inf129607;128137_1;21991;OPADRY YS 1-7003-BLANCO;22MP3185;29/08/2022;26/08/2022;crduna;18;450;P;2;Argentina;149;RCON S.A.;MP
inf129604;128137_1;21991;OPADRY YS 1-7003-BLANCO;22MP3182;29/08/2022;26/08/2022;crduna;18;450;P;2;Argentina;149;RCON S.A.;MP
inf129596;128124_1;21994;OPADRY YS-1-7006 CLEAR;22MP3180;29/08/2022;26/08/2022;crduna;2;50000;P;2;Argentina;149;RCON S.A.;MP
inf129592;128125_1;21990;OPADRY II Y 30-18037;22MP3179;29/08/2022;26/08/2022;crduna;10;250;P;2;Argentina;149;RCON S.A.;MP
inf129605;128137_1;21991;OPADRY YS 1-7003-BLANCO;22MP3183;29/08/2022;26/08/2022;crduna;18;450;P;2;Argentina;149;RCON S.A.;MP
inf129608;128137_1;21991;OPADRY YS 1-7003-BLANCO;22MP3186;29/08/2022;26/08/2022;crduna;18;450;P;2;Argentina;149;RCON S.A.;MP
inf133228;128126_1;256007;ETILCELULOSA DISP TIPO B;22MP3246;21/09/2022;20/09/2022;crduna;25;450;P;2;Argentina;149;RCON S.A.;MP
inf133227;128133_1;21560;LACA INDIGO CARMIN;22MP3245;21/09/2022;20/09/2022;crduna;2;8000;P;2;Argentina;149;RCON S.A.;MP
inf133226;125528_1;256006;OXIDO DE POLIETILENO WSR;22MP3244;21/09/2022;20/09/2022;crduna;1;63,5;P;2;Argentina;149;RCON S.A.;MP
inf136105;128550_1;21990;OPADRY II Y 30-18037;22MP3306;13/10/2022;12/10/2022;crduna;14;350;P;2;Argentina;149;RCON S.A.;MP
inf143043;130003_1;20320;ALMIDON PREGELATINIZADO.;22MP3492;01/12/2022;01/12/2022;crduna;0;-800;P;2;Argentina;149;RCON S.A.;MP
inf140695;129028_1;256007;ETILCELULOSA DISP TIPO B;22MP3403;14/11/2022;14/11/2022;crduna;40;720;P;2;Argentina;149;RCON S.A.;MP
inf143044;130003_1;20320;ALMIDON PREGELATINIZADO.;22MP3493;01/12/2022;30/11/2022;crduna;40;1000;P;2;Argentina;149;RCON S.A.;MP
inf140757;129247_1;20690;LACA ALUMINICA RED 40;22MP3415;15/11/2022;14/11/2022;crduna;2;3000;P;2;Argentina;149;RCON S.A.;MP
inf143042;130003_1;20320;ALMIDON PREGELATINIZADO.;22MP3492;01/12/2022;30/11/2022;crduna;32;800;P;2;Argentina;149;RCON S.A.;MP
inf140237;128545_1;20680;LACA ALUMI.AMARILL OCASO;22MP3398;10/11/2022;09/11/2022;crduna;1;2;P;2;Argentina;149;RCON S.A.;MP
inf140239;127284_1;256011;HIDROXIPROPILMETILCELULO;22MP3399;10/11/2022;09/11/2022;crduna;6;120;P;2;Argentina;149;RCON S.A.;MP
inf140236;128135_1;21530;HIDROXIPROPILMETIL CELULO;22MP3397;10/11/2022;09/11/2022;crduna;20;500;P;2;Argentina;149;RCON S.A.;MP
inf103853;124919_1;.;reparacion balanza;;31/01/2022;31/01/2022;crduna;0;1;M;2;Argentina;150;HU S.A.;NP
inf103852;124920_1;.;reparacion balanza;;31/01/2022;31/01/2022;crduna;0;1;M;2;Argentina;150;HU S.A.;NP
inf105297;124739_2;.;CAJA;;14/02/2022;14/02/2022;mcruz;0;1;M;2;Argentina;150;HU S.A.;NP
inf105298;124838_1;.;Fraccion de aluminio 10m;;14/02/2022;14/02/2022;mcruz;0;1;M;2;Argentina;150;HU S.A.;NP
inf105296;124739_1;.;PESA;;14/02/2022;14/02/2022;mcruz;0;1;M;2;Argentina;150;HU S.A.;NP
inf119295;125468_1;.;FRACCION DE 2mg;;10/06/2022;09/06/2022;crduna;0;1;M;2;Argentina;150;HU S.A.;NP
inf119294;125461_1;.;PESA CILINDRICA 500g;;10/06/2022;09/06/2022;crduna;0;1;M;2;Argentina;150;HU S.A.;NP
inf123551;125468_1;.;FRACCION DE 2mg;;13/07/2022;13/07/2022;msiam;0;1;M;2;Argentina;150;HU S.A.;NP
inf136523;129545_1;.;Servicio tecnico;;17/10/2022;17/10/2022;crduna;0;1;M;2;Argentina;150;HU S.A.;NP
inf140487;128933_1;.;Pesa 50 mg clase E2;;14/11/2022;10/11/2022;rmoreno;0;13;M;2;Argentina;150;HU S.A.;NP
inf140488;128933_2;.;Pesa 200 g. clase E2;;14/11/2022;10/11/2022;rmoreno;0;10;M;2;Argentina;150;HU S.A.;NP
inf140489;128933_3;.;Reposicion de pesas 50 m;;14/11/2022;10/11/2022;rmoreno;0;6;M;2;Argentina;150;HU S.A.;NP
inf104033;124423_1;22300;SACAROSA;22MP2690;01/02/2022;01/02/2022;crduna;40;1000;P;1;Uruguay;151;SMA S.A.A.I.;MP
inf139227;127413_1;22300;SACAROSA;22MP3371;03/11/2022;02/11/2022;crduna;5;125;P;1;Uruguay;151;SMA S.A.A.I.;MP
inf139228;127413_1;22300;SACAROSA;22MP3372;03/11/2022;02/11/2022;crduna;63;1575;P;1;Uruguay;151;SMA S.A.A.I.;MP
inf105361;125229_1;1035;DEGRAL 9108;22LP0430;15/02/2022;15/02/2022;crduna;75;1500;P;2;Argentina;152;EMAS MANTENIC S.A.;MP
inf112415;126367_1;1036;PREVELEC 2000;71221;19/04/2022;19/04/2022;crduna;5;100;P;2;Argentina;152;EMAS MANTENIC S.A.;MP
inf119488;127250_1;LP00092;DEGRAL FIX SCA;22LP0458;13/06/2022;13/06/2022;crduna;9;180;P;2;Argentina;152;EMAS MANTENIC S.A.;NP
inf119489;127199_1;1036;PREVELEC 2000;71221;13/06/2022;13/06/2022;crduna;10;200;P;2;Argentina;152;EMAS MANTENIC S.A.;MP
inf119490;127199_2;1035;DEGRAL 9108;22LP0459;13/06/2022;13/06/2022;crduna;75;1500;P;2;Argentina;152;EMAS MANTENIC S.A.;MP
inf131420;128871_3;LP00092;DEGRAL FIX SCA;22LP0469;09/09/2022;07/09/2022;crduna;3;60;P;2;Argentina;152;EMAS MANTENIC S.A.;NP
inf131419;128871_2;1036;PREVELEC 2000;130722;09/09/2022;07/09/2022;crduna;13;260;P;2;Argentina;152;EMAS MANTENIC S.A.;MP
inf131417;128871_1;1035;DEGRAL 9108;22LP0468;09/09/2022;07/09/2022;crduna;25;500;P;2;Argentina;152;EMAS MANTENIC S.A.;MP
inf102346;122830_39;2395;MAMELUCO CELESTE P+A TALL;;17/01/2022;17/01/2022;fball;5;150;P;2;Argentina;153;IEL SRL;MP
inf102336;122830_35;1212;COFIA DE TELA AMPLIA MANT;;17/01/2022;17/01/2022;fball;1;80;P;2;Argentina;153;IEL SRL;MP
inf102337;122830_37;821;MAMELUCO AZUL P+A TALLE 5;;17/01/2022;17/01/2022;fball;1;20;P;2;Argentina;153;IEL SRL;MM
inf102339;122830_38;822;MAMELUCO AZUL P+A TALLE 6;;17/01/2022;17/01/2022;fball;1;15;P;2;Argentina;153;IEL SRL;MM
inf102334;122830_33;991;COFIA DE TELA AMPLIA BLAN;;17/01/2022;17/01/2022;fball;2;200;P;2;Argentina;153;IEL SRL;PT
inf103351;122830_36;992;COFIA DE TELA AMPLIA VERD;;25/01/2022;25/01/2022;fball;1;50;P;2;Argentina;153;IEL SRL;PT
inf103349;122830_34;989;COFIA DE TELA AMPLIA CELE;;25/01/2022;25/01/2022;fball;2;200;P;2;Argentina;153;IEL SRL;PT
inf103350;122830_35;1212;COFIA DE TELA AMPLIA MANT;;25/01/2022;25/01/2022;fball;1;20;P;2;Argentina;153;IEL SRL;MP
inf103375;122830_40;2399;MAMELUCO CELESTE P+A TALL;;25/01/2022;25/01/2022;crduna;2;90;P;2;Argentina;153;IEL SRL;MP
inf105810;125189_3;2850;PANTALON INVIERNO AZUL S;;17/02/2022;17/02/2022;crduna;1;25;P;2;Argentina;153;IEL SRL;MP
inf105808;125189_2;2840;PANTALON INVIERNO AZUL S;;17/02/2022;17/02/2022;crduna;1;30;P;2;Argentina;153;IEL SRL;MP
inf105811;125189_4;2860;PANTALON INVIERNO AZUL S;;17/02/2022;17/02/2022;crduna;1;15;P;2;Argentina;153;IEL SRL;MP
inf105812;125189_9;2955;PANTALON INVIERNO BEIGE S;;17/02/2022;17/02/2022;crduna;1;15;P;2;Argentina;153;IEL SRL;MP
inf105806;125188_1;510;CAMISA INVIERNO AZUL S TA;;17/02/2022;17/02/2022;crduna;1;15;P;2;Argentina;153;IEL SRL;MP
inf105807;125188_2;520;CAMISA INVIERNO AZUL S TA;;17/02/2022;17/02/2022;crduna;1;25;P;2;Argentina;153;IEL SRL;MP
inf105813;125189_10;580;CAMISA INVIERNO BEIGE S T;;17/02/2022;17/02/2022;crduna;1;5;P;2;Argentina;153;IEL SRL;MP
inf105814;125189_11;610;CAMISA INVIERNO BEIGE S T;;17/02/2022;17/02/2022;crduna;1;5;P;2;Argentina;153;IEL SRL;GR
inf109090;125189_6;2920;PANTALON INVIERNO BEIGE S;;22/03/2022;21/03/2022;crduna;1;20;P;2;Argentina;153;IEL SRL;MP
inf109091;125189_7;2930;PANTALON INVIERNO BEIGE S;;22/03/2022;21/03/2022;crduna;1;5;P;2;Argentina;153;IEL SRL;MP
inf109092;125189_8;2940;PANTALON INVIERNO BEIGE S;;22/03/2022;21/03/2022;crduna;1;35;P;2;Argentina;153;IEL SRL;MP
inf109089;125189_1;2830;PANTALON INVIERNO AZUL S;;22/03/2022;21/03/2022;crduna;1;30;P;2;Argentina;153;IEL SRL;MP
